,positions,labels,type
77,"[-2.38772696e-01 -1.36400356e+00 -3.78477008e-01 -1.04364760e-01
 -6.00296419e-01 -2.10439328e-01  3.55760589e-02  1.63554489e-01
 -5.53992352e-02  2.75955160e-02  6.78462163e-01 -7.29049234e-02
 -5.43670898e-01 -5.76373713e-02 -1.05955037e-01 -8.11322156e-01
 -4.93766219e-01 -6.88661605e-01 -9.11733212e-01 -2.72477052e-01
 -1.40672353e+00 -9.91284771e-01 -1.76112882e-01 -1.60864531e+00
  4.54081993e-01 -7.68099088e-02 -1.70154582e-01  5.60415191e-01
 -4.01938276e-01 -6.52919113e-01  5.44809248e-01 -3.62864403e-01
 -1.23812379e+00  4.32810651e-01 -1.12650886e-01 -1.75599104e+00
 -4.16459505e-01 -1.30424947e+00 -4.04163931e-01 -8.33863277e-01
 -7.92251197e-01 -1.55407819e+00 -1.28581791e+00 -3.19848486e-01
 -2.66303585e+00 -1.24821240e+00 -1.39132681e-01 -3.04748739e+00
  2.49598283e-02 -1.28505733e+00 -5.13798525e-01  4.22552936e-01
 -3.36690728e-01 -1.70629369e+00  2.70677821e-01 -1.38650766e+00
 -2.05848492e+00  3.57856977e-01 -8.76545890e-01 -2.15444530e+00
 -8.19910843e-04 -2.66011391e-02 -8.87236603e-02 -9.22716809e-01
 -1.33104461e-01 -1.86470587e+00 -1.07536658e+00 -1.11955017e-01
 -1.69002338e+00  4.02272873e-01 -8.95369051e-02 -1.83467522e+00
  4.12817819e-01 -2.27184206e-01 -1.85891833e+00]",1,Rch_Fwr_Bck_LnFwr_R
78,"[-2.36619447e-01 -1.36208385e+00 -3.78328128e-01 -1.03886164e-01
 -5.96489979e-01 -1.95917018e-01  3.39387661e-02  1.68061836e-01
 -3.26637189e-02  2.84869347e-02  6.81890658e-01 -5.16529990e-02
 -5.44219614e-01 -5.77112546e-02 -1.08434752e-01 -8.15535652e-01
 -4.84697447e-01 -6.95791652e-01 -9.25821810e-01 -2.57339671e-01
 -1.43352142e+00 -9.91623168e-01 -1.77235628e-01 -1.60446542e+00
  4.53751646e-01 -7.67896351e-02 -1.69175028e-01  5.62642097e-01
 -4.15275827e-01 -8.79961853e-01  6.43149126e-01 -5.41209698e-01
 -1.64684312e+00  4.39300643e-01 -2.71359866e-01 -1.79223185e+00
 -4.14659300e-01 -1.30253695e+00 -4.05456787e-01 -7.03357493e-01
 -7.46505609e-01 -1.56996404e+00 -1.03100519e+00 -2.22992652e-01
 -2.70929547e+00 -9.85720728e-01 -3.46891063e-02 -3.09360489e+00
  2.82286390e-02 -1.28258220e+00 -5.11918193e-01  4.25630891e-01
 -3.33797738e-01 -1.70238299e+00  1.98471656e-01 -1.62834563e+00
 -2.12817037e+00  2.99933498e-01 -1.11624088e+00 -2.19089075e+00
 -2.35756525e-03 -2.23358560e-02 -6.60864784e-02 -1.04622361e+00
 -1.27730070e-01 -1.79842741e+00 -1.06590302e+00 -1.59203756e-01
 -1.54705224e+00  3.83367933e-01 -1.74964078e-01 -1.86096070e+00
  5.59606497e-01 -4.00054524e-01 -1.86474648e+00]",1,Rch_Fwr_Bck_LnFwr_R
79,"[-0.2389299  -1.35757815 -0.33486539 -0.10862843 -0.59081821 -0.14899704
  0.0329385   0.17216319 -0.01126981  0.02974235  0.68864503 -0.0164312
 -0.54336787 -0.05522329 -0.08740002 -0.8057158  -0.47513682 -0.68095032
 -0.92087361 -0.30677882 -1.27488614 -0.98851472 -0.17628397 -1.59904575
  0.45366587 -0.0776855  -0.16101507  0.55354743 -0.44918128 -0.60093032
  0.55308727 -0.40119541 -1.1859033   0.42112416 -0.15567538 -1.68018823
 -0.41516003 -1.29483331 -0.37708622 -0.70026709 -0.74019745 -1.55749096
 -1.01415072 -0.2319804  -2.68077205 -0.97248762 -0.04823363 -3.065019
  0.02234511 -1.28476449 -0.44905713  0.41521513 -0.35917382 -1.65046962
  0.17617583 -1.65609029 -2.03418851  0.28125181 -1.14921567 -2.12451193
 -0.00439817 -0.01785499 -0.03856474 -1.02894033 -0.12499116 -1.80462164
 -1.06399768 -0.14701816 -1.56609945  0.38800399 -0.1717633  -1.78147858
  0.43208331 -0.27892071 -1.78686748]",1,Rch_Fwr_Bck_LnFwr_R
80,"[-0.2433287  -1.35939513 -0.24202167 -0.11093349 -0.58704971 -0.09303107
  0.03368855  0.17911586  0.01688544  0.032164    0.69989939  0.04458754
 -0.54317189 -0.05572437 -0.09219356 -0.80751036 -0.47232166 -0.68591797
 -0.90703071 -0.28738895 -1.34393443 -0.98621069 -0.17691128 -1.59232256
  0.45458899 -0.07737319 -0.15547523  0.57743457 -0.46777724 -0.82938056
  0.62913566 -0.54982762 -1.60065731  0.42620587 -0.32312421 -1.66696388
 -0.4237291  -1.29139892 -0.29161174 -0.70378623 -0.74208652 -1.55288282
 -0.97694097 -0.28990597 -2.62982877 -0.93321914 -0.11916653 -3.02003199
  0.02141862 -1.29240199 -0.35628712  0.40998123 -0.39624098 -1.57858922
  0.28281099 -1.41419219 -1.99212022  0.35994901 -0.90870795 -2.10583492
 -0.00453467 -0.01160954 -0.00352383 -1.03177664 -0.12210613 -1.79326679
 -1.07009481 -0.14950839 -1.54066484  0.37735959 -0.21628649 -1.7221008
  0.55274664 -0.44503106 -1.74592383]",1,Rch_Fwr_Bck_LnFwr_R
81,"[-2.34077652e-01 -1.34475562e+00 -2.52456596e-01 -1.08482469e-01
 -5.80973018e-01 -9.09165888e-02  3.47890589e-02  1.83467695e-01
  3.17473599e-02  3.31296569e-02  6.97858140e-01  6.60972844e-02
 -5.38535535e-01 -5.35398960e-02 -7.17575429e-02 -7.98601626e-01
 -4.53773887e-01 -6.73285438e-01 -9.22214528e-01 -2.49892667e-01
 -1.40548100e+00 -9.75428236e-01 -1.77675809e-01 -1.58215919e+00
  4.59999080e-01 -7.74995946e-02 -1.20281310e-01  4.58951000e-01
 -6.20735085e-01 -6.68746354e-01  5.96303574e-01 -5.61779679e-01
 -1.42721984e+00  4.00759746e-01 -2.71706832e-01 -1.59726994e+00
 -4.15478865e-01 -1.28011194e+00 -2.95619171e-01 -6.71633225e-01
 -7.46215084e-01 -1.57215498e+00 -9.18036859e-01 -3.15694548e-01
 -2.64193968e+00 -8.69340894e-01 -1.41053831e-01 -3.02845738e+00
  3.10205456e-02 -1.27390507e+00 -3.73256856e-01  4.21196541e-01
 -3.76812614e-01 -1.58081508e+00  2.80945431e-01 -1.40887646e+00
 -1.94678251e+00  3.16278614e-01 -9.10240703e-01 -2.08837091e+00
 -2.96837223e-03 -7.17193792e-03  6.95202954e-03 -8.76513191e-01
 -1.43585554e-01 -1.85121527e+00 -1.06093866e+00 -8.89152416e-02
 -1.69922651e+00  3.58645056e-01 -1.90169560e-01 -1.66315019e+00
  4.81216270e-01 -4.52970522e-01 -1.66080278e+00]",1,Rch_Fwr_Bck_LnFwr_R
82,"[-1.54053331e-01 -1.31777273e+00 -4.03810904e-01 -8.97118149e-02
 -5.70975396e-01 -1.12064815e-01  3.49266366e-02  1.87245048e-01
  4.62290207e-02  3.35378534e-02  6.98418533e-01  8.94136602e-02
 -5.38525830e-01 -5.35559361e-02 -7.17829158e-02 -7.99811889e-01
 -4.50379404e-01 -6.75949765e-01 -9.23088066e-01 -2.48562235e-01
 -1.40931916e+00 -9.78241775e-01 -1.78437250e-01 -1.58077632e+00
  4.60011209e-01 -7.74878733e-02 -1.20270490e-01  5.04487211e-01
 -5.08668364e-01 -5.14696762e-01  5.47347689e-01 -6.33349272e-01
 -1.27500492e+00  3.91741625e-01 -3.09083195e-01 -1.57572282e+00
 -3.27289998e-01 -1.26497437e+00 -4.49845260e-01 -5.00298701e-01
 -6.90574275e-01 -1.80665174e+00 -6.52130371e-01 -2.74988727e-01
 -2.82156329e+00 -5.98840487e-01 -6.53996700e-02 -3.19463861e+00
  1.01534741e-01 -1.23284548e+00 -5.16921440e-01  4.58494641e-01
 -2.89310621e-01 -1.69925162e+00  2.80803190e-01 -1.40886088e+00
 -1.94672208e+00  3.15706215e-01 -9.10138500e-01 -2.08836924e+00
 -9.46078855e-04 -4.29264821e-03  1.19724570e-02 -1.02842349e+00
 -1.17084120e-01 -1.78155164e+00 -1.07376962e+00 -1.51394145e-01
 -1.55137779e+00  3.49446602e-01 -3.23486052e-01 -1.71206860e+00
  4.85880626e-01 -4.89974244e-01 -1.58765634e+00]",1,Rch_Fwr_Bck_LnFwr_R
83,"[-1.55312351e-01 -1.31605901e+00 -4.07751890e-01 -8.39037272e-02
 -5.65166812e-01 -1.22444949e-01  3.50735037e-02  1.90311589e-01
  5.52411595e-02  3.38168886e-02  7.00175919e-01  1.10301349e-01
 -5.38519178e-01 -5.35605534e-02 -7.17782268e-02 -7.99365361e-01
 -4.50161063e-01 -6.76368253e-01 -9.08530114e-01 -2.72090857e-01
 -1.41816510e+00 -9.80013559e-01 -1.75028583e-01 -1.58490188e+00
  4.60026742e-01 -7.75119168e-02 -1.20072918e-01  5.70172912e-01
 -5.21065433e-01 -7.53234228e-01  5.51278589e-01 -6.47494286e-01
 -1.35003130e+00  3.79170805e-01 -3.14183939e-01 -1.55805795e+00
 -3.28331239e-01 -1.26336202e+00 -4.53632288e-01 -4.87546774e-01
 -5.56603477e-01 -1.77357981e+00 -6.23873395e-01 -5.58177372e-02
 -2.72758520e+00 -5.67565908e-01  1.57152008e-01 -3.10179531e+00
  1.00166550e-01 -1.23100711e+00 -5.20956371e-01  4.60222186e-01
 -2.86793033e-01 -1.70186685e+00  3.33712124e-01 -1.39666170e+00
 -2.05272426e+00  3.47089784e-01 -8.90826352e-01 -2.15429884e+00
  4.08327372e-04 -1.32509318e-03  1.58299010e-02 -1.01696657e+00
 -1.25536550e-01 -1.79183093e+00 -1.05994419e+00 -1.40320886e-01
 -1.57523766e+00  3.34011276e-01 -2.24396346e-01 -1.61004053e+00
  4.71445282e-01 -4.60177622e-01 -1.63831880e+00]",1,Rch_Fwr_Bck_LnFwr_R
84,"[-1.65288509e-01 -1.30905565e+00 -4.22585686e-01 -8.31311526e-02
 -5.59782504e-01 -1.29904122e-01  3.54639890e-02  1.93936998e-01
  6.54581741e-02  3.38826533e-02  7.01576995e-01  1.26607456e-01
 -5.38600291e-01 -5.35937035e-02 -7.17353345e-02 -7.99218324e-01
 -4.49918399e-01 -6.76804157e-01 -9.12003935e-01 -2.67079819e-01
 -1.41700012e+00 -9.81352643e-01 -1.75421213e-01 -1.58463658e+00
  4.59972594e-01 -7.77670117e-02 -1.19357208e-01  5.68685037e-01
 -5.28763199e-01 -7.47110806e-01  5.51398994e-01 -6.47581465e-01
 -1.35036815e+00  3.73317721e-01 -3.24260208e-01 -1.53506756e+00
 -3.37800664e-01 -1.25676591e+00 -4.66619095e-01 -4.98399483e-01
 -5.54746838e-01 -1.75602233e+00 -6.43699920e-01 -3.43770078e-02
 -2.73166551e+00 -5.86619687e-01  1.82718296e-01 -3.10363323e+00
  9.03465053e-02 -1.22357803e+00 -5.37467627e-01  4.58049693e-01
 -2.88262412e-01 -1.69989569e+00  3.32377449e-01 -1.39661878e+00
 -2.05572323e+00  3.44836198e-01 -8.89861993e-01 -2.14979738e+00
  1.28976574e-03  2.48189755e-03  2.08171688e-02 -1.00072559e+00
 -1.26512613e-01 -1.79708744e+00 -1.06315591e+00 -1.38013116e-01
 -1.57385798e+00  3.20457108e-01 -2.46585735e-01 -1.59058140e+00
  4.80353935e-01 -4.73555821e-01 -1.61937482e+00]",1,Rch_Fwr_Bck_LnFwr_R
85,"[-1.68372521e-01 -1.30476271e+00 -4.32994416e-01 -8.16160380e-02
 -5.55742150e-01 -1.35957956e-01  3.60274408e-02  1.96121458e-01
  7.12997890e-02  3.39674867e-02  7.02612847e-01  1.38832920e-01
 -5.38598486e-01 -5.35806825e-02 -7.17503380e-02 -7.99049274e-01
 -4.48351079e-01 -6.78201178e-01 -9.07690117e-01 -2.72728970e-01
 -1.42089677e+00 -9.73745585e-01 -1.76259672e-01 -1.58302101e+00
  4.60011972e-01 -7.79934092e-02 -1.18453342e-01  5.68708846e-01
 -5.34077057e-01 -7.42306256e-01  5.51573787e-01 -6.47703843e-01
 -1.35058296e+00  3.66691637e-01 -3.42557004e-01 -1.53470174e+00
 -3.40653146e-01 -1.25228686e+00 -4.77497866e-01 -4.98236311e-01
 -5.47369547e-01 -1.75148780e+00 -6.44759381e-01 -1.43138174e-02
 -2.73481428e+00 -5.86875006e-01  2.05611848e-01 -3.10544839e+00
  8.73482368e-02 -1.21942440e+00 -5.47196631e-01  4.54608447e-01
 -2.88688931e-01 -1.70247185e+00  3.21060635e-01 -1.38977412e+00
 -2.08444031e+00  3.26417307e-01 -8.81379865e-01 -2.14884866e+00
  2.25906394e-03  5.14452663e-03  2.39856481e-02 -9.93533631e-01
 -1.13563875e-01 -1.79555106e+00 -1.06949225e+00 -1.34118305e-01
 -1.59374573e+00  3.03319060e-01 -2.38842267e-01 -1.58570145e+00
  5.47555046e-01 -4.78447096e-01 -1.67736447e+00]",1,Rch_Fwr_Bck_LnFwr_R
86,"[-0.16898718 -1.30345658 -0.43530485 -0.08067719 -0.55345779 -0.13736317
  0.03642997  0.19960689  0.07959583  0.03316905  0.70372106  0.15801146
 -0.53862686 -0.05357198 -0.07167445 -0.79936793 -0.44612697 -0.67986023
 -0.91139543 -0.26680318 -1.42134709 -0.97764584 -0.17554964 -1.5851167
  0.46003219 -0.07855691 -0.11701594  0.56660719 -0.5465572  -0.73168626
  0.55233154 -0.64796625 -1.35126837  0.35741656 -0.34925735 -1.51253916
 -0.3411441  -1.25065216 -0.48042397 -0.49779506 -0.5276677  -1.74980143
 -0.6424976   0.01617773 -2.72282054 -0.58372186  0.2377711  -3.0931281
  0.08673013 -1.21838664 -0.54898174  0.44907027 -0.28897142 -1.70601923
  0.31153707 -1.38521834 -2.10303282  0.31878092 -0.87626308 -2.1522401
  0.00329869  0.00910735  0.02980452 -1.01565455 -0.12527789 -1.79377445
 -1.06210572 -0.16780894 -1.51693155  0.28804433 -0.25828278 -1.57066843
  0.54701213 -0.48732114 -1.66424664]",1,Rch_Fwr_Bck_LnFwr_R
87,"[-1.68966023e-01 -1.30316953e+00 -4.36023451e-01 -8.02173085e-02
 -5.51829154e-01 -1.37705656e-01  3.50389136e-02  2.02995834e-01
  8.65601068e-02  3.13669875e-02  7.04361686e-01  1.73875851e-01
 -5.38795347e-01 -5.35506125e-02 -7.16045127e-02 -7.99506682e-01
 -4.45338238e-01 -6.80698335e-01 -9.15389030e-01 -2.62526970e-01
 -1.42096690e+00 -9.81549517e-01 -1.75164884e-01 -1.58625239e+00
  4.59915949e-01 -7.92071113e-02 -1.15393667e-01  5.65422663e-01
 -5.51454555e-01 -7.26978102e-01  5.52533856e-01 -6.48207525e-01
 -1.35183293e+00  3.56817115e-01 -3.50905889e-01 -1.51094437e+00
 -3.41065800e-01 -1.25003318e+00 -4.81690876e-01 -4.96185302e-01
 -5.22178729e-01 -1.74762929e+00 -6.40052178e-01  2.65488833e-02
 -2.71978709e+00 -5.80564577e-01  2.49248331e-01 -3.08992636e+00
  8.67675078e-02 -1.21833115e+00 -5.49368290e-01  4.46034776e-01
 -2.90189754e-01 -1.70627201e+00  3.08741744e-01 -1.38499870e+00
 -2.10786938e+00  4.95824885e-01 -9.02642958e-01 -2.18729055e+00
  2.85130213e-03  1.27946128e-02  3.52508257e-02 -1.02487673e+00
 -1.31040494e-01 -1.78303022e+00 -1.07895125e+00 -1.80166747e-01
 -1.54364651e+00  2.88220435e-01 -2.36744877e-01 -1.54845516e+00
  5.32454713e-01 -4.81139313e-01 -1.66429561e+00]",1,Rch_Fwr_Bck_LnFwr_R
88,"[-1.67822454e-01 -1.30243605e+00 -4.38140404e-01 -7.94327382e-02
 -5.50577137e-01 -1.38543448e-01  3.41101300e-02  2.04331779e-01
  9.01197642e-02  3.06129365e-02  7.04850413e-01  1.78568530e-01
 -5.38916818e-01 -5.35501741e-02 -7.16155493e-02 -7.99906651e-01
 -4.44467731e-01 -6.81460500e-01 -9.16862588e-01 -2.60602828e-01
 -1.42149577e+00 -9.78146953e-01 -1.74533000e-01 -1.58581799e+00
  4.59828526e-01 -7.96108211e-02 -1.14377457e-01  5.63541499e-01
 -5.55020806e-01 -7.23803621e-01  5.52789509e-01 -6.48416124e-01
 -1.35227910e+00  3.58602781e-01 -3.53597545e-01 -1.51408963e+00
 -3.39498208e-01 -1.24941175e+00 -4.84556950e-01 -4.90850575e-01
 -5.16194650e-01 -1.75013727e+00 -6.31365266e-01  3.54267257e-02
 -2.71961641e+00 -5.71299313e-01  2.59185635e-01 -3.08959907e+00
  8.75700139e-02 -1.21749814e+00 -5.50857408e-01  4.44472533e-01
 -2.90837978e-01 -1.70636068e+00  3.07459931e-01 -1.38451009e+00
 -2.11178656e+00  4.95220596e-01 -9.02062907e-01 -2.18989498e+00
  2.61543323e-03  1.43787809e-02  3.78609581e-02 -1.01071374e+00
 -1.21993753e-01 -1.79677043e+00 -1.05783567e+00 -1.37439115e-01
 -1.56770784e+00  2.94414696e-01 -2.36784934e-01 -1.54724205e+00
  5.46415559e-01 -4.85767195e-01 -1.66569589e+00]",1,Rch_Fwr_Bck_LnFwr_R
89,"[-1.67716763e-01 -1.30201542e+00 -4.38018074e-01 -7.91382007e-02
 -5.49304057e-01 -1.38691107e-01  3.34462911e-02  2.05588741e-01
  9.16462798e-02  2.91116021e-02  7.05590368e-01  1.83089672e-01
 -5.38953691e-01 -5.35408860e-02 -7.16010714e-02 -8.00267238e-01
 -4.44717249e-01 -6.81158771e-01 -9.17915063e-01 -2.59171311e-01
 -1.42071237e+00 -9.80753190e-01 -1.76568214e-01 -1.58451034e+00
  4.60618171e-01 -8.19062408e-02 -7.87773725e-02  5.61113786e-01
 -5.41532527e-01 -7.01920890e-01  5.52846001e-01 -6.48498645e-01
 -1.35237728e+00  3.69258992e-01 -3.53820232e-01 -1.51414916e+00
 -3.39589834e-01 -1.24932213e+00 -4.84486716e-01 -4.88002837e-01
 -5.12574603e-01 -1.74977134e+00 -6.25937601e-01  4.08564374e-02
 -2.71727652e+00 -5.55805041e-01  2.64354206e-01 -3.08813868e+00
  8.80961618e-02 -1.21646585e+00 -5.50662957e-01  4.43802589e-01
 -2.91400216e-01 -1.70666726e+00  3.07302283e-01 -1.38400900e+00
 -2.11687326e+00  5.02969228e-01 -9.04102547e-01 -2.18854725e+00
  2.26525927e-03  1.59819148e-02  3.94342321e-02 -9.92471808e-01
 -1.25797175e-01 -1.80082698e+00 -1.06708791e+00 -1.30687076e-01
 -1.60223663e+00  3.05874069e-01 -2.61479423e-01 -1.57458510e+00
  5.61325562e-01 -4.95264667e-01 -1.65733183e+00]",1,Rch_Fwr_Bck_LnFwr_R
90,"[-1.51263027e-01 -1.29182874e+00 -4.65390372e-01 -7.35992834e-02
 -5.43310232e-01 -1.48101544e-01  3.29373056e-02  2.07030625e-01
  9.26726037e-02  2.80316086e-02  7.07028788e-01  1.85635459e-01
 -5.39513836e-01 -5.35581220e-02 -7.16464771e-02 -8.01444760e-01
 -4.44748936e-01 -6.81898657e-01 -9.19766850e-01 -2.58097819e-01
 -1.42186193e+00 -9.83746434e-01 -1.76650171e-01 -1.58624640e+00
  4.60023908e-01 -8.13021971e-02 -8.40788602e-02  5.62025257e-01
 -5.44450480e-01 -7.05130917e-01  5.53398806e-01 -6.49356626e-01
 -1.35353412e+00  3.71362904e-01 -3.54353721e-01 -1.51501613e+00
 -3.19645322e-01 -1.24110938e+00 -5.16538062e-01 -3.62875783e-01
 -4.78979777e-01 -1.87576004e+00 -4.08953574e-01  2.70816237e-02
 -2.79356589e+00 -3.37368696e-01  2.59409424e-01 -3.16265513e+00
  1.01148171e-01 -1.20428302e+00 -5.73614298e-01  4.43708027e-01
 -2.92098171e-01 -1.70911899e+00  3.07939049e-01 -1.38451853e+00
 -2.12499911e+00  5.05812025e-01 -9.04634608e-01 -2.19322475e+00
  2.41068622e-03  1.76730617e-02  3.96794159e-02 -1.03808321e+00
 -1.31858699e-01 -1.77823654e+00 -1.06527501e+00 -1.73834270e-01
 -1.54155440e+00  3.17070411e-01 -2.49872049e-01 -1.56826682e+00
  5.53721316e-01 -4.91144539e-01 -1.66008183e+00]",1,Rch_Fwr_Bck_LnFwr_R
91,"[-1.42408846e-01 -1.28628345e+00 -4.72961074e-01 -6.91695231e-02
 -5.38030032e-01 -1.53889982e-01  3.20661978e-02  2.08751220e-01
  9.28931539e-02  2.70979337e-02  7.07590030e-01  1.86941502e-01
 -5.39312645e-01 -5.34231959e-02 -7.17757395e-02 -8.01621116e-01
 -4.43947866e-01 -6.81889296e-01 -9.19908555e-01 -2.57396184e-01
 -1.42154379e+00 -9.79133811e-01 -1.75473872e-01 -1.58775017e+00
  4.60319890e-01 -8.02303811e-02 -7.57968868e-02  5.61262632e-01
 -5.40213092e-01 -6.99180098e-01  5.53386249e-01 -6.49204436e-01
 -1.35295887e+00  3.74162759e-01 -3.52025958e-01 -1.51573458e+00
 -3.11414581e-01 -1.23733215e+00 -5.24746266e-01 -3.62380463e-01
 -4.71168049e-01 -1.88015354e+00 -4.13760612e-01  3.78486088e-02
 -2.79557400e+00 -3.40108434e-01  2.71422094e-01 -3.16369310e+00
  1.10258425e-01 -1.19675980e+00 -5.80283744e-01  4.43321940e-01
 -2.92269676e-01 -1.70841461e+00  3.12040405e-01 -1.38187190e+00
 -2.13404436e+00  5.10597587e-01 -9.02127876e-01 -2.19686758e+00
  2.43342295e-03  2.01401638e-02  3.92782395e-02 -1.01772777e+00
 -1.26639117e-01 -1.79373243e+00 -1.06196825e+00 -1.62918729e-01
 -1.54828448e+00  3.14475854e-01 -2.14856133e-01 -1.54390354e+00
  5.45387000e-01 -4.83602244e-01 -1.66693343e+00]",1,Rch_Fwr_Bck_LnFwr_R
92,"[-1.43183170e-01 -1.28851185e+00 -4.73386264e-01 -6.95088793e-02
 -5.37830790e-01 -1.55459954e-01  3.08513763e-02  2.11767601e-01
  9.15353698e-02  2.56447105e-02  7.10235750e-01  1.86248750e-01
 -5.40197285e-01 -5.32780531e-02 -7.24494180e-02 -8.03354284e-01
 -4.44405899e-01 -6.83319226e-01 -9.22265355e-01 -2.56744400e-01
 -1.42386376e+00 -9.82701641e-01 -1.76176876e-01 -1.59013067e+00
  4.59378741e-01 -7.91014609e-02 -8.59000509e-02  5.62750107e-01
 -5.44751639e-01 -7.05885778e-01  5.60974983e-01 -6.35094001e-01
 -1.39474687e+00  3.80039865e-01 -3.55499317e-01 -1.52271954e+00
 -3.12865738e-01 -1.23958966e+00 -5.24698835e-01 -3.85659630e-01
 -4.59985342e-01 -1.83643978e+00 -4.56257407e-01  8.09078673e-02
 -2.76073908e+00 -3.85392018e-01  3.13859226e-01 -3.13004331e+00
  1.10116278e-01 -1.19878398e+00 -5.81155691e-01  4.43757492e-01
 -2.93079711e-01 -1.71153846e+00  3.17868467e-01 -1.38194589e+00
 -2.14899286e+00  3.21728412e-01 -8.71682386e-01 -2.17542111e+00
  1.68939016e-03  2.28417247e-02  3.78474689e-02 -1.01332685e+00
 -1.26835852e-01 -1.79955240e+00 -1.06734182e+00 -1.52906577e-01
 -1.56008482e+00  3.21395363e-01 -2.37284006e-01 -1.57743961e+00
  5.66135281e-01 -4.92995761e-01 -1.66551433e+00]",1,Rch_Fwr_Bck_LnFwr_R
93,"[-1.39807409e-01 -1.28666039e+00 -4.79452713e-01 -6.66917286e-02
 -5.36307887e-01 -1.62542753e-01  3.06445290e-02  2.11773429e-01
  8.97317361e-02  2.41205117e-02  7.12849016e-01  1.82089026e-01
 -5.40371295e-01 -5.28846243e-02 -7.33715486e-02 -8.03506860e-01
 -4.45218435e-01 -6.83560485e-01 -9.22593370e-01 -2.56078538e-01
 -1.42384834e+00 -9.80135490e-01 -1.76030491e-01 -1.58884478e+00
  4.59263973e-01 -7.81339074e-02 -8.29529857e-02  5.62334090e-01
 -5.45630819e-01 -7.01642804e-01  5.61478382e-01 -6.41581207e-01
 -1.38071753e+00  3.83500129e-01 -3.52788066e-01 -1.52630312e+00
 -3.09149852e-01 -1.23794647e+00 -5.32361727e-01 -3.81923033e-01
 -4.55104444e-01 -1.84764346e+00 -4.51815638e-01  8.43389050e-02
 -2.76795176e+00 -3.79883255e-01  3.18210913e-01 -3.13684853e+00
  1.13081575e-01 -1.19667247e+00 -5.85752012e-01  4.44232868e-01
 -2.94182880e-01 -1.71174429e+00  3.22101602e-01 -1.38269371e+00
 -2.15289789e+00  3.27385635e-01 -8.72393387e-01 -2.17412528e+00
  2.11946176e-03  2.33372748e-02  3.51732524e-02 -9.32215163e-01
 -1.47384671e-01 -1.83754450e+00 -1.05395831e+00 -1.06735490e-01
 -1.67185708e+00  3.31278381e-01 -2.25420800e-01 -1.56999797e+00
  5.52967062e-01 -4.87102954e-01 -1.66709960e+00]",1,Rch_Fwr_Bck_LnFwr_R
94,"[-1.39006878e-01 -1.28529430e+00 -4.90874044e-01 -6.61522718e-02
 -5.32474800e-01 -1.74326260e-01  2.89057729e-02  2.15779996e-01
  8.31453553e-02  2.23217921e-02  7.15867130e-01  1.76676286e-01
 -5.41327114e-01 -5.25056475e-02 -7.46153996e-02 -8.04705628e-01
 -4.46672871e-01 -6.84635838e-01 -9.15141746e-01 -2.70304267e-01
 -1.43045476e+00 -9.82116321e-01 -1.76693107e-01 -1.59171246e+00
  4.58225218e-01 -7.65239943e-02 -9.24550977e-02  5.63847196e-01
 -5.47721731e-01 -7.08945287e-01  5.61151104e-01 -6.44805605e-01
 -1.37668111e+00  3.87792527e-01 -3.51864871e-01 -1.53172191e+00
 -3.07529800e-01 -1.23657295e+00 -5.44752635e-01 -3.79039819e-01
 -4.50803635e-01 -1.85951081e+00 -4.48209559e-01  9.15247968e-02
 -2.78088814e+00 -3.78361038e-01  3.26462157e-01 -3.14963204e+00
  1.13295898e-01 -1.19499733e+00 -5.96159501e-01  4.44841841e-01
 -2.94913841e-01 -1.71457175e+00  3.26332703e-01 -1.38334202e+00
 -2.16211643e+00  3.33032771e-01 -8.72565582e-01 -2.17751653e+00
  1.21297656e-03  2.78485501e-02  2.73121607e-02 -1.03364206e+00
 -1.28274003e-01 -1.79109053e+00 -1.06695134e+00 -1.49968188e-01
 -1.55580565e+00  3.34629225e-01 -2.18379079e-01 -1.57954643e+00
  5.66922753e-01 -4.89192861e-01 -1.67167769e+00]",1,Rch_Fwr_Bck_LnFwr_R
